"","Group.1","x","SH_max.x","SH_min.x","SH_sd.x","T_mean.x","T_max.x","T_min.x","T_sd.x","Rad_mean.x","Rad_max.x","Rad_min.x","Rad_sd.x","Per_mean.x","Per_max.x","Per_min.x","Per_sd.x","Per_sum.x"
"23",2014-01-23,105.653472222222,108.9,100,1.61777336378297,-4.39652777777778,1.3,-6.7,1.73923917111129,59.7291666666667,308,-1,102.104719228894,0.368055555555556,5,0,0.834119675619532,53
"24",2014-01-24,124.498611111111,145.3,107.9,14.2856081234262,-8.83333333333333,-6.6,-10.2,1.29009133953208,36.7152777777778,169,-1,59.8275684511367,0.361111111111111,4,0,0.73485749640018,52
"25",2014-01-25,137.095833333333,140.9,133.4,2.04931764185126,-9.68402777777778,-5.6,-10.6,0.867007004629228,45.1041666666667,314,-1,81.6105984093198,0.305555555555556,3,0,0.617662838049515,44
"26",2014-01-26,143.852083333333,149.8,134.1,4.17978767403322,-8.39583333333333,-5.9,-9.5,0.862333393252796,35.2638888888889,206,-1,59.054198895154,1.36805555555556,66,0,7.04207785588604,197
"27",2014-01-27,149.2375,157,139.9,4.71300647887631,-7.45625,-5,-9.9,1.5526525352135,41.6805555555556,221,-1,68.0256690319298,0.333333333333333,3,0,0.603022689155527,48
"28",2014-01-28,157.235416666667,158.9,153.9,1.13127619932572,-10.1520833333333,-8.4,-12.1,0.81222897577648,41.9027777777778,217,-1,67.6751102819238,0.166666666666667,2,0,0.409673245199351,24
"29",2014-01-29,154.688888888889,159.2,149.3,2.44915030537883,-8.02291666666667,-4.2,-12.4,2.2138381931511,72.6666666666667,332,-1,117.198594230095,1.51388888888889,80,0,8.40494868474296,218
"30",2014-01-30,145.895138888889,150.7,142.9,1.90348704162595,-3.84166666666667,-1.4,-7,1.45772598075394,67.2986111111111,375,-1,109.556325830716,0.236111111111111,3,0,0.528702212522351,34
"31",2014-01-31,143.225694444444,144.2,142,0.448890867447768,-1.18611111111111,1.6,-3,0.793735182548651,42.5347222222222,193,-1,63.2652218555013,0.208333333333333,2,0,0.424346474086836,30
"32",2014-02-01,132.69375,142.8,126.3,6.49970648880082,1.93055555555556,4.4,-1.7,1.60005584595623,71.9930555555556,406,-1,119.8674965729,1.26388888888889,106,0,9.02985422297986,182
"33",2014-02-02,127.842361111111,129.3,126.1,0.751462896004507,-4.175,-1,-5.9,1.58495990551746,54.0416666666667,269,-1,82.9396001481034,0.1875,2,0,0.487160317375271,27
"34",2014-02-03,130.470138888889,134,125.5,2.13250172730027,-1.23680555555556,2.6,-6.3,3.00176513404512,101.076388888889,497,-1,166.637082310195,0.583333333333333,6,0,1.17966452502751,84
"35",2014-02-04,128.503472222222,129.7,124,1.09310702324062,-0.327777777777778,3.5,-2.6,1.15234297320473,75.1041666666667,505,-1,121.43579953659,0.458333333333333,7,0,1.19950455972922,66
"36",2014-02-05,125.794444444444,129.1,124.2,1.05205611391316,-1.72916666666667,-0.5,-4.1,1.07286134636842,64.2361111111111,346,-1,105.75833291318,0.465277777777778,40,0,3.34687662441912,67
"37",2014-02-06,125.08951048951,125.9,123.9,0.522684469318403,-4.17692307692308,-1.2,-6.2,1.43201287997258,59.020979020979,294,-1,91.8804695435423,0.202797202797203,3,0,0.497308821777246,29
"38",2014-02-07,126.120138888889,135.5,123.7,3.22322385331007,-0.0652777777777778,3,-6.1,2.60886920402279,58.8055555555556,360,-1,103.700029858704,0.826388888888889,81,0,6.74545157410658,119
"39",2014-02-08,134.847222222222,145.4,127.9,3.65421386118532,-3.86111111111111,0,-7.6,2.3847742885121,75.2569444444444,387,-1,119.821297389407,1.67361111111111,110,0,10.4371779410041,241
"40",2014-02-09,134.54375,142.4,123.7,6.65292110773413,-6.50763888888889,-1.6,-8.9,1.92325044865906,36.4861111111111,158,-1,53.0555832184032,0.229166666666667,3,0,0.497809888727298,33
"41",2014-02-10,126.985416666667,144.3,120.3,8.31310338784878,-3.49652777777778,0.1,-8.9,2.21354423248172,62.8819444444444,393,-1,98.6556841108585,4.48611111111111,120,0,17.3668706840984,646
"42",2014-02-11,127.773426573427,131.6,121.5,3.78910504593737,-5.52937062937063,-1.8,-7.6,1.24152519602734,60.3286713286713,307,-1,93.0700006298285,0.272727272727273,3,0,0.533151911097858,39
"43",2014-02-12,129.222222222222,130.5,126.7,0.872136228247404,-6.62152777777778,-2.1,-8.7,1.45799763035887,57.8402777777778,309,-1,86.5138061009695,0.277777777777778,6,0,0.83995041848713,40
"44",2014-02-13,124.675694444444,129,119.9,3.14863154930132,-1.92361111111111,0.8,-5.3,1.59228850177431,73.3194444444444,384,-2,116.730977113494,2.15972222222222,90,0,10.7895722738378,311
"45",2014-02-14,133.361538461538,137,124.3,2.32630163706448,-5.61118881118881,2.7,-10.1,3.19872564623381,83.6713286713287,493,-1,135.137581235964,2.9020979020979,111,0,13.1926754568077,415
"46",2014-02-15,130.892253521127,133.5,127.2,1.87643369087855,2.53661971830986,5.1,0.7,1.00590306437926,90.8732394366197,454,-1,136.077776006095,1.11267605633803,75,0,7.00465761111321,158
"47",2014-02-16,132.811111111111,144.2,126.9,5.3349502211074,-4.34305555555556,1.3,-6.9,2.42336103587119,57.3611111111111,306,-1,85.2175833912023,0.194444444444444,2,0,0.414387707005374,28
"48",2014-02-17,151.684722222222,166.8,142,4.90610180156659,-5.00138888888889,-0.2,-6.9,2.02639871787162,70.4722222222222,396,-1,110.78423207364,0.291666666666667,3,0,0.589832262513757,42
"49",2014-02-18,147.665734265734,162.2,124.8,6.27463151822092,0.97972027972028,4.4,-4.8,2.91401565629789,97.4895104895105,412,-1,141.050878201123,3.78321678321678,109,0,16.5653379248765,541
"50",2014-02-19,124.888194444444,130.1,120.2,2.15197084909474,-2.09305555555556,3.4,-5.3,2.80400943649784,65.2083333333333,320,-1,95.824933248961,0.958333333333333,112,0,9.32691046066481,138
"51",2014-02-20,128.715277777778,141.4,122.6,3.55477261071764,-4.02986111111111,0.6,-6.6,2.09034008211503,91.3402777777778,435,-1,137.287313609976,0.402777777777778,4,0,0.903137069140983,58
"52",2014-02-21,127.992361111111,132.1,122.1,1.59075475164328,-2.24236111111111,4,-7.2,2.6894141057716,103.284722222222,433,-2,153.953251609186,0.576388888888889,16,0,1.64966562032936,83
"53",2014-02-22,131.9125,151.6,128.7,4.16874610116088,-7.96666666666667,-6.6,-9.6,0.756047876531898,66.125,264,-2,93.825822485257,0.138888888888889,2,0,0.402980349884659,20
"54",2014-02-23,129.184027777778,130.6,125.2,1.08070575195098,-6.16458333333333,-2.2,-10,1.97853759478712,71.7291666666667,445,-168,109.06424736112,0.25,2,0,0.465599846201883,36
"55",2014-02-24,127.872222222222,128.7,125.3,0.697993572459679,-1.13541666666667,2,-3.6,1.28397703560929,118.645833333333,452,-1,169.523456666444,0.381944444444444,4,0,0.852774392629237,55
"56",2014-02-25,126.744055944056,129.2,121.9,1.78986278400905,-2.15734265734266,5.9,-4.7,2.14822198050707,119.895104895105,456,-1,169.835990200601,0.496503496503497,4,0,0.999113169259463,71
"57",2014-02-26,127.244755244755,128.2,124.7,0.895582139867955,-2.80699300699301,0.1,-6.4,1.87574024259683,111.20979020979,444,-1,157.174562197794,0.356643356643357,3,0,0.744988840124321,51
"58",2014-02-27,126.597916666667,128,121.3,1.32936015683239,-3.3,2.2,-5.7,1.59057538957764,121.701388888889,662,-1,184.524036369405,1.13194444444444,54,0,5.13897288828637,163
"59",2014-02-28,126.709027777778,127.9,124.4,0.659721619023975,-4.98611111111111,-3,-7.4,1.2397050806013,101.027777777778,458,0,146.352431438751,0.298611111111111,3,0,0.529940768706483,43
"60",2014-03-01,126.442361111111,127.2,123.4,0.577743362716002,-4.16875,-1.6,-6.7,1.41463226336721,97.9097222222222,453,0,134.363035688253,0.222222222222222,4,0,0.5726205793493,32
"61",2014-03-02,126.918055555556,128.5,124.4,0.825015598731769,-4.96319444444444,-0.9,-6.7,1.44791852182471,66.0972222222222,321,0,91.3517232179412,0.201388888888889,2,0,0.435807443061873,29
"62",2014-03-03,128.122222222222,129.2,122.4,1.3227669899542,-3.92083333333333,1.6,-6.3,1.78795014870822,114.979166666667,462,-1,168.317900553842,0.465277777777778,6,0,1.14606773402415,67
"63",2014-03-04,130.225694444444,135.9,125.8,2.84174049217448,-5.01041666666667,-3.2,-5.8,0.530828452660411,60.3472222222222,252,-1,85.0151216038706,0.201388888888889,2,0,0.419454542760134,29
"64",2014-03-05,138.153472222222,152.6,130.4,4.85634057737087,-5.27916666666667,-4,-6,0.522885351591619,64.5347222222222,314,-1,96.786544258862,0.159722222222222,2,0,0.403883152188353,23
"65",2014-03-06,141.596527777778,145.3,138.4,1.04482830218232,-4.70972222222222,0,-6,1.52238860189081,78.8125,511,-168,117.252519841114,0.194444444444444,2,0,0.446865975085595,28
"66",2014-03-07,138.938194444444,152.1,132.7,2.63966507008118,-0.861111111111111,7.1,-6.2,2.55480107777661,138.611111111111,494,-1,185.622864183935,0.819444444444444,9,0,1.80772537125278,118
"67",2014-03-08,139.083216783217,140.9,136.4,1.00196890775648,-1.63776223776224,2.8,-5.6,2.32420830669933,138.678321678322,501,-1,185.665252363472,2.16783216783217,112,0,11.5569538934608,310
"68",2014-03-09,137.413888888889,139.8,134.2,1.17685197666511,3.08541666666667,6,0.6,1.35398757108673,141.131944444444,497,-1,188.018941410327,2.90277777777778,101,0,14.1882052090871,418
"69",2014-03-10,135.817361111111,137.6,131.4,1.37501836535026,1.86736111111111,5.6,-0.8,1.41168103239306,138.590277777778,512,0,186.340518931677,1.28472222222222,72,0,6.92887259565187,185
"70",2014-03-11,134.358041958042,135.8,128.1,1.7587772876413,0.862937062937063,6.6,-1.3,1.70854020226964,139.405594405594,499,-1,185.911884237874,0.881118881118881,43,0,3.78002442515678,126
"71",2014-03-12,132.99375,136,127.7,2.10261970298593,3.93125,12.7,-2.8,3.38306082187056,140.159722222222,499,-167,188.640393571037,1.04166666666667,50,0,4.35629116649389,150
"72",2014-03-13,131.546153846154,133.7,128.1,1.65392274760278,5.93216783216783,12.5,3,2.4945744337335,139.132867132867,481,1,181.311972902448,0.615384615384615,6,0,1.16838082810356,88
"73",2014-03-14,130.397916666667,132.7,126.8,1.5415217597116,4.25972222222222,10,1.5,1.96580272201468,136.243055555556,469,-1,177.825019931604,0.75,8,0,1.63227928502927,108
"74",2014-03-15,130.300694444444,137.2,129.2,1.04870859830781,0.0729166666666667,3,-4.4,2.64295391930704,84.7222222222222,433,-1,125.678991932658,0.576388888888889,45,0,3.75579712491397,83
"75",2014-03-16,139.520138888889,146.8,130.3,3.1138216543759,-0.738194444444444,3,-4.5,2.59008319999686,70.1527777777778,403,-1,97.5150208579647,0.395833333333333,3,0,0.701833263724319,57
"76",2014-03-17,136.841666666667,138.5,135.7,0.777884885509993,3.34236111111111,5.5,-0.3,1.6925414275791,141.076388888889,480,-1,182.443595263311,1.65972222222222,69,0,9.08249926668276,239
"77",2014-03-18,135.515277777778,137.1,131.3,1.04809647266185,5.80763888888889,12,3.1,2.19287083478656,135.902777777778,469,0,176.374891551639,2.375,74,0,9.05142649963649,342
"78",2014-03-19,135.109027777778,136.3,133.8,0.541419165258964,-1.50763888888889,3.3,-4,1.82546401270851,140.548611111111,685,1,199.047551329739,0.270833333333333,2,0,0.504784798015642,39
"79",2014-03-20,133.830555555556,135.1,130.9,0.973227474525723,4.21944444444444,6.8,-1,2.50119629497225,146.236111111111,487,1,184.919751489841,2.48611111111111,93,0,11.442153760236,358
"80",2014-03-21,131.9125,133.2,129.8,0.745229583998872,4.5625,6.4,2.1,1.08954824795205,136.215277777778,454,1,170.766685930537,0.875,47,0,4.26052789007394,126
"81",2014-03-22,130.989583333333,132.4,129.4,0.999280772824667,2.03541666666667,4.4,-1.3,1.3880845961806,115.770833333333,458,1,152.619492048515,0.201388888888889,2,0,0.435807443061873,29
"82",2014-03-23,148.055555555556,161.5,130,9.95987599115219,-5.55694444444444,-1.3,-7.8,1.47257696097111,67.0069444444444,250,0,85.1761232940868,0.361111111111111,2,0,0.549775683577677,52
"83",2014-03-24,186.75,211.8,159.1,18.8236831930164,-8.22291666666667,-5.2,-9.8,0.857930405347415,124.25,663,0,163.07840578558,0.458333333333333,3,0,0.756094122235004,66
"84",2014-03-25,192.947222222222,200.6,186.5,3.96673130738109,-7.25,-0.1,-10.7,2.95665658841506,154.375,701,-1,204.072243995186,0.409722222222222,5,0,0.888254314087878,59
"85",2014-03-26,185.755555555556,190,182.1,2.50796710303365,-6.46111111111111,-1.9,-10.3,2.26851700151649,169.465277777778,607,-1,213.333283139381,0.340277777777778,4,0,0.767916028739489,49
"86",2014-03-27,179.466433566434,182.3,176,1.81511432363899,-3.02097902097902,1.8,-6.4,2.22159228352204,184.328671328671,605,-1,231.66357273583,0.573426573426573,5,0,1.11006604605889,82
"87",2014-03-28,174.307638888889,177.7,170.5,1.92553978849529,-0.627777777777778,5.7,-4.7,3.16723709743853,180.729166666667,613,-1,221.592715879311,0.798611111111111,7,0,1.50328247424035,115
"88",2014-03-29,169.168055555556,172.2,165.4,1.47603953070123,3.00833333333333,7.7,-2.7,2.5521278657929,185.569444444444,578,-1,225.219384972789,1.375,45,0,4.99352727891965,198
