"","Group.1","x","SH_max.x","SH_min.x","SH_sd.x","T_mean.x","T_max.x","T_min.x","T_sd.x","Rad_mean.x","Rad_max.x","Rad_min.x","Rad_sd.x","Per_mean.x","Per_max.x","Per_min.x","Per_sd.x","Per_sum.x"
"427",2015-03-03,163.782638888889,188.5,161.4,4.71313192770875,-6.23194444444444,-3.3,-9.5,2.09800613896379,105.048611111111,431,-1,139.369425561255,0.333333333333333,7,0,0.982361931792435,48
"428",2015-03-04,162.102797202797,165.8,158.7,1.46806109823847,-6.89230769230769,-3,-9.5,2.1912141120713,99.2587412587413,515,-1,145.261624745686,0.251748251748252,4,0,0.598925463496408,36
"429",2015-03-05,180.959722222222,201.1,162.2,10.0298806680841,-9.31666666666667,-8.1,-10.4,0.588586073937845,98.2569444444444,469,-1,138.226516564324,0.486111111111111,3,0,0.658310096665837,70
"430",2015-03-06,190.272222222222,198.7,181.1,5.03055620448631,-7.07222222222222,1,-10.3,3.72779100761105,104.111111111111,476,-1,147.598875766139,0.555555555555556,6,0,1.10799874894389,80
"431",2015-03-07,183.656944444444,186.9,180.3,2.04599738113353,-2.15902777777778,2.5,-8,3.05118143332761,132.979166666667,474,-2,178.421613853843,0.965277777777778,8,0,1.74377291475811,139
"432",2015-03-08,179.928472222222,183.8,177.1,1.95733024947675,1.51527777777778,4.5,-0.7,1.26116382283754,130.048611111111,481,-2,175.559498406025,1.16666666666667,72,0,6.27014236797581,168
"433",2015-03-09,176.645833333333,178.4,173.5,1.1309303676635,1.77013888888889,4.9,0.2,0.922150106943452,105.826388888889,524,-2,150.182235680993,1.38194444444444,93,0,8.66307696412784,199
"434",2015-03-10,175.04965034965,176.5,173.1,0.619844838134959,0.703496503496504,4.3,-2.2,1.53344923672334,136.706293706294,484,-168,184.178030535516,0.699300699300699,9,0,1.58351972479105,100
"435",2015-03-11,175.034027777778,180.7,168.3,3.12660953111548,-4.62222222222222,-1.7,-8.6,2.37852996983532,104.208333333333,483,-1,144.842421006682,0.298611111111111,2,0,0.580328591645521,43
"436",2015-03-12,175.472222222222,177.6,172.8,1.32176214465961,-7.29444444444444,-3.6,-9,1.6561720873466,133.597222222222,804,-2,186.809439551423,0.243055555555556,4,0,0.63956418484961,35
"437",2015-03-13,172.378321678322,174.9,166.9,1.88534525773524,-4.98251748251748,-0.4,-8.7,2.10202165214839,144.20979020979,498,-1,186.971898662318,0.846153846153846,8,0,1.65855737546639,121
"438",2015-03-14,171.034722222222,173,166.6,1.51723522220607,-3.63125,3.6,-6.7,2.13860515126261,142.965277777778,491,-1,187.671801503696,0.888888888888889,9,0,1.87404469318197,128
"439",2015-03-15,170.965277777778,172.1,169.5,0.629720711147547,-2.77361111111111,1,-5.3,1.71521313528555,142.659722222222,492,-1,186.609991682457,0.395833333333333,5,0,0.925314159464932,57
"440",2015-03-16,170.988811188811,172.3,168.7,0.754993227756671,-0.572727272727273,3.2,-3.1,1.85108197588169,136.776223776224,557,-1,190.259845281354,0.412587412587413,4,0,0.75366402019295,59
"441",2015-03-17,169.7,171.3,167.3,1.16787998611665,1.14545454545455,5.4,-2.2,1.95591293020036,79.2587412587413,344,-1,103.433159562086,0.237762237762238,3,0,0.530187874727094,34
"442",2015-03-18,168.074305555556,169.2,164.7,0.965180263447166,2.35694444444444,6.4,-0.2,1.21785394061366,133.722222222222,501,-1,178.121960435632,0.631944444444444,8,0,1.41295963635022,91
"443",2015-03-19,167.488888888889,168.9,165.9,0.882947314167701,-0.00694444444444444,1.5,-1.8,0.734242655129949,153.631944444444,581,-1,198.61234500353,0.388888888888889,3,0,0.803063288234897,56
"444",2015-03-20,164.688194444444,166.7,159.8,1.42561465226482,0.627083333333333,7.4,-2.2,2.03491271440442,135.9375,524,-1,174.97992767004,0.833333333333333,9,0,1.60419031708416,120
"445",2015-03-21,165.886111111111,170.7,163,1.67271861590274,0.173611111111111,4.2,-3.2,1.82143362083839,96.6527777777778,460,-1,133.012083127678,0.375,4,0,0.774370938020242,54
"446",2015-03-22,175.958741258741,179.9,171.1,1.94557383805963,-2.80909090909091,0.7,-5,1.50870287962915,133.93006993007,559,-1,179.359370560173,0.293706293706294,2,0,0.554522606915019,42
"447",2015-03-23,172.905555555556,178.3,162,3.75389360154456,0.30625,9,-4.1,3.35107161129928,164.777777777778,530,-1,204.430727386864,0.965277777777778,6,0,1.73170030209789,139
"448",2015-03-24,170.273611111111,172.6,166.6,1.81682063460795,0.5875,2.6,-2.3,1.41163373089828,145.270833333333,597,-2,183.852145625361,1.02083333333333,89,0,7.42182450755736,147
"449",2015-03-25,166.94375,169.3,161.3,1.69935070899677,1.42083333333333,3.9,-0.7,1.20638598005246,98.0208333333333,428,-1,131.31867334287,0.381944444444444,5,0,0.738516068143397,55
"450",2015-03-26,168.751748251748,172.3,164.2,1.8021447764626,-0.0839160839160839,4.8,-3.5,1.89241072685231,107.643356643357,485,-1,145.479556939266,0.293706293706294,2,0,0.554522606915019,42
"451",2015-03-27,183.691608391608,195.7,170.7,7.78541880610208,-4.76083916083916,-3.5,-5.9,0.69505648418104,100.517482517483,542,-168,148.327950940601,0.454545454545455,5,0,0.784778364040328,65
"452",2015-03-28,185.541666666667,193.2,183.8,1.96135745771215,-3.36736111111111,0.2,-6.6,2.56364660135887,173.375,575,-1,215.275165435186,0.8125,38,0,3.77509088484121,117
"453",2015-03-29,184.009722222222,186,181.1,1.18151967122377,1.43472222222222,5,-2.4,1.92315007630872,121.625,642,-1,166.167615898606,0.256944444444444,3,0,0.551495459316975,37
"454",2015-03-30,186.894444444444,201.7,182,4.5037323725556,-1.61180555555556,1.6,-4.7,2.12542045294269,94.4930555555556,468,-1,126.164006732483,0.5,7,0,1.09032618459394,72
"455",2015-03-31,182.007638888889,189.4,178.8,3.40090649908815,1.54652777777778,7.6,-4.6,4.28105132494057,134.493055555556,557,-1,185.21055855536,3.65972222222222,85,0,13.4960046895236,527
"456",2015-04-01,185.721678321678,198.1,177.1,6.09694150824406,-7.74055944055944,-4.7,-9.1,1.21506029307526,132.384615384615,538,-1,174.561741895175,0.468531468531469,6,0,1.04682077917907,67
"457",2015-04-02,182.584722222222,196.2,177.9,5.30217423992759,-6.21041666666667,-2.5,-8.7,2.17267579378404,84.8888888888889,273,-1,101.464045863314,0.395833333333333,4,0,0.786412141274571,57
"458",2015-04-03,181.115277777778,191.5,177.2,2.52426876331202,-6.47291666666667,-3.5,-9.1,2.14796110023247,196.256944444444,610,-168,238.288235480102,1.42361111111111,56,0,6.7715776442247,205
"459",2015-04-04,182.241666666667,188.8,174.8,3.78937602111095,-4.20486111111111,-1.5,-6.6,1.47801273976128,132.506944444444,453,-2,164.682827027808,0.208333333333333,2,0,0.424346474086836,30
"460",2015-04-05,191.745138888889,198.7,187.7,2.56746262216986,-8.20347222222222,-6.4,-10.1,1.04509598678811,122.701388888889,527,-1,155.321236254493,0.104166666666667,1,0,0.306542870523083,15
"461",2015-04-06,205.786111111111,243.1,192,15.3187284757398,-9.075,-6.6,-10.3,1.00003496442371,138.902777777778,576,-168,180.678067037241,0.736111111111111,7,0,1.29542557799645,106
"462",2015-04-07,232.043356643357,241.8,227,4.12565930609132,-7.29020979020979,0.8,-10.8,3.09382198303658,189.048951048951,640,-1,223.41798535138,0.342657342657343,3,0,0.672444511610962,49
"463",2015-04-08,224.134965034965,227.4,221.2,1.74611273458143,-3.37412587412587,1.3,-8.7,2.96371752865855,206.111888111888,628,-1,238.767525126137,0.412587412587413,4,0,0.781193302877181,59
"464",2015-04-09,218.412587412587,222.9,214.1,2.39767690186896,5.68321678321678,11,-0.2,2.74798225628243,196.027972027972,587,-2,227.44167938598,0.65034965034965,4,0,1.03637193048255,93
"465",2015-04-10,212.848611111111,216.8,207.2,2.70454127571452,7.36875,13.9,3.7,2.47311328807726,186.604166666667,561,-1,219.101062952039,3.4375,142,0,16.2277146812551,495
"466",2015-04-11,208.71048951049,211.5,205.5,2.15330447945181,2.77482517482517,5.4,0.3,1.49626146936753,120.055944055944,526,-1,154.413464357817,0.335664335664336,3,0,0.701548146622138,48
"467",2015-04-12,202.696527777778,206.4,198.6,2.04947249547597,3.70902777777778,8.4,0.3,2.34580158200988,151.430555555556,571,-1,176.098972997,1.32638888888889,70,0,6.62779679570748,191
"468",2015-04-13,199.8375,201.9,197.9,1.38936394362031,3.80694444444444,5.2,1.4,0.92249682302997,183.215277777778,591,-1,215.251817506339,1.8125,47,0,5.85843334507966,261
"469",2015-04-14,195.348611111111,198,192.3,1.67193979343835,2.50972222222222,4.7,0.2,1.49999158246796,162.138888888889,600,-1,194.905306436429,0.277777777777778,2,0,0.53473010569472,40
"470",2015-04-15,189.816666666667,193.6,184.4,2.70944992223862,7.30138888888889,15,2.8,3.06464125625268,182.743055555556,532,-1,205.127446194327,0.916666666666667,7,0,1.6745733200418,132
"471",2015-04-16,184.825694444444,188.2,182,1.40133535355238,8.16319444444444,12.4,6.2,1.25301016732087,160.375,559,0,189.460030473061,0.951388888888889,34,0,3.16963270491574,137
"472",2015-04-17,182.498601398601,185.7,179,1.45940302352313,3.45524475524476,7.3,-0.6,2.03423786890291,73.9440559440559,305,-1,94.6771219017693,0.321678321678322,2,0,0.511851081465267,46
"473",2015-04-18,184.394405594406,186.6,180.8,1.1273661329466,-3.8,-0.7,-7.4,1.9002223739401,116.461538461538,615,-1,132.979759617917,0.125874125874126,2,0,0.353396654358428,18
"474",2015-04-19,181.7875,184.3,175.1,1.99646102976157,-0.0604166666666667,7.9,-7.6,4.16225494879173,215.097222222222,622,-1,239.053123962324,1.10416666666667,16,0,2.0336977586226,159
"475",2015-04-20,180.723076923077,182.7,176.6,1.59394507069954,1.48111888111888,6.8,-0.7,1.61367182768303,205.853146853147,608,-1,227.825450792399,1.12587412587413,32,0,3.7300967265847,161
"476",2015-04-21,179.023776223776,182,176.4,1.81604577569805,2.44755244755245,5.2,-0.7,1.93390184902608,199.853146853147,555,-1,220.192456089896,0.503496503496504,4,0,0.838124380447416,72
"477",2015-04-22,174.290972222222,177.1,171.3,2.08655077893378,4.56041666666667,8.6,0.1,2.33484456139464,191.597222222222,532,-1,212.349801116432,0.715277777777778,7,0,1.49433987785633,103
"478",2015-04-23,173.980555555556,181.6,168.5,3.83132611886013,-1.19236111111111,1,-2.9,0.985707644788535,107.625,408,-1,121.942889017024,0.347222222222222,2,0,0.571092003223715,50
"479",2015-04-24,176.033333333333,181.2,169.8,3.47822396605537,2.24097222222222,7.9,-2.9,3.24779458672261,222.805555555556,630,-1,246.091042274604,0.618055555555556,8,0,1.41419639281517,89
"480",2015-04-25,169.970833333333,173.5,161.8,2.68676827735921,6.64375,14.9,4.1,2.38526123387904,149.958333333333,544,-1,178.080789201187,0.965277777777778,14,0,2.36647090362095,139
"481",2015-04-26,166.017361111111,168.3,160.9,1.605903874241,6.48125,10.8,3.1,2.03696499690137,162.722222222222,654,1,186.15609077355,1.27777777777778,12,0,2.53767264236001,184
"482",2015-04-27,160.918055555556,166.5,155.2,4.26904048730001,6.44097222222222,9,4.5,1.29157643116646,162.590277777778,598,1,194.578849970562,0.541666666666667,14,0,1.32155344065365,78
"483",2015-04-28,157.520138888889,159.1,155.8,0.788871891813786,-0.111805555555556,4.8,-4.6,3.04179502874405,77.6041666666667,280,1,89.3999592270053,0.25,2,0,0.465599846201883,36
"484",2015-04-29,156.708333333333,158.4,151.5,1.62026070594974,-0.253472222222222,6.5,-6.8,4.46787935169706,208.159722222222,587,-166,226.382764645619,0.847222222222222,7,0,1.67381915142304,122
"485",2015-04-30,160.311188811189,166.5,156,2.40237865971679,-0.0545454545454545,3.1,-2.4,1.36225410096479,156.979020979021,725,-1,191.604216063007,0.321678321678322,3,0,0.600485702488359,46
"486",2015-05-01,158.926388888889,163.7,154.1,3.40242583372534,3.47222222222222,6.7,-0.7,2.06185619557984,128.645833333333,493,-1,150.989856036338,1.02083333333333,106,0,8.8297563897368,147
"487",2015-05-02,152.570833333333,156.7,148.8,2.45208274538397,3.74236111111111,7.1,2.2,0.954458061082408,137.986111111111,557,-1,167.032553508662,0.388888888888889,2,0,0.568535243614961,56
"488",2015-05-03,146.70625,151.4,141.6,2.64591567425055,6.29791666666667,9,2.8,2.18268676256959,82.6527777777778,357,-1,97.1569503392475,0.243055555555556,3,0,0.491131528931078,35
"489",2015-05-04,137.107638888889,142.3,131.4,3.25673223886765,9.22430555555556,15.6,6.2,2.02689077842424,120.222222222222,525,-1,153.853369683148,1.94444444444444,168,0,14.2705025015674,280
"490",2015-05-05,127.988888888889,134.7,121.7,4.07460343621231,12.6666666666667,16.5,7.8,2.54063479760968,145.569444444444,537,0,172.580361448605,1.3125,90,0,8.6181372819067,189
"491",2015-05-06,123.013986013986,124.8,120,1.02590402583553,4.38251748251748,7.7,0.6,2.14693737601337,60.8671328671329,321,0,74.9513680603365,0.300699300699301,4,0,0.628377802332559,43
"492",2015-05-07,120.073426573427,124.1,115.1,2.58140563982437,4.07412587412587,6.9,1.1,1.78027982001854,133.307692307692,583,-1,155.101022543157,0.468531468531469,18,0,1.6436141720422,67
"493",2015-05-08,114.518055555556,117.9,110.7,1.89517800989767,7.72708333333333,12.1,3,2.33885450266052,125.895833333333,508,0,154.658284219186,4.31944444444444,184,0,20.6494730719875,622
"494",2015-05-09,111.9,114.9,109.8,1.36878282921961,3.98194444444444,6.2,2.3,0.785413594467599,53.2083333333333,295,-1,74.5687719373985,0.166666666666667,3,0,0.501745206004255,24
"495",2015-05-10,106.391608391608,110.1,101.5,3.07288222054434,4.11748251748252,6.8,1.3,1.48965043093417,133.916083916084,547,0,161.628834780319,1.32167832167832,80,0,9.29909990994994,189
"496",2015-05-11,97.906993006993,102.4,92.9,3.05880512318796,9.57902097902098,14.2,4.7,2.97609852240307,164.216783216783,444,0,173.539017809412,3.83916083916084,178,0,19.978033834954,549
"497",2015-05-12,90.5545454545454,95,86.1,3.16456452453755,12.8356643356643,17.1,9.4,2.20010901120465,146.727272727273,419,0,152.239256741531,3.24475524475524,108,0,13.5720387703298,464
"498",2015-05-13,83.2458333333333,88.8,77.3,3.64794941919909,11.7319444444444,15.7,6,2.18698159580471,119.305555555556,450,0,150.780546211284,5.10416666666667,116,0,19.1821299232282,735
"499",2015-05-14,73.4902777777778,77.8,70.2,2.36502249266923,6.46180555555556,8.8,4.7,1.02752309471793,69.5902777777778,338,0,93.4111457085269,2.18055555555556,111,0,12.4224322122047,314
"500",2015-05-15,69.5027777777778,71.3,65.7,1.33185524132256,4.11736111111111,6.9,1.6,1.20502037594769,31.2361111111111,197,0,39.2554813082557,0.138888888888889,1,0,0.347037635473619,20
"501",2015-05-16,64.5243055555556,67.7,60.9,1.64241194494317,5.07152777777778,7.3,4,0.852036900809983,63.6111111111111,290,-166,74.7040886076582,0.104166666666667,2,0,0.349199884651412,15
"502",2015-05-17,58.4993055555556,63.2,50.3,3.38450803208821,5.04861111111111,7.5,3.3,1.15818679792884,96.8333333333333,451,-1,115.602465674094,0.534722222222222,51,0,4.25402022023733,77
"503",2015-05-18,48.24375,55.1,43.6,3.16249257164887,9.30416666666667,14.7,2.6,3.86795829845687,145.451388888889,380,0,150.901478991075,5.71527777777778,105,0,18.0882309975741,823
"504",2015-05-19,43.9069444444444,46.4,39.4,1.36421051109069,4.99930555555556,8.8,0.9,1.79799797474072,32.8055555555556,223,-1,48.2602614586042,0.131944444444444,2,0,0.359613774516587,19
"505",2015-05-20,55.9216783216783,80.7,37.9,13.5151200661643,0.211888111888112,1.2,-1.8,0.923441931838378,94.4615384615385,317,-1,101.268418198257,0.265734265734266,2,0,0.458887953906099,38
"506",2015-05-21,76.9180555555556,81.7,70,2.82116508139322,-0.690972222222222,2,-2.3,1.27673716536834,153.402777777778,587,-1,176.340274978924,0.215277777777778,1,0,0.412449521292737,31
"507",2015-05-22,78.7076923076923,81.2,73.6,1.67471153383505,-0.416783216783217,0.9,-1.4,0.763515406928864,110.27972027972,391,-168,130.837088552009,0.146853146853147,1,0,0.355203610683851,21
"508",2015-05-23,82.4861111111111,96.4,68.8,6.16775521167988,-0.188888888888889,0.7,-1.1,0.488197929468385,106.527777777778,387,-1,116.567213687706,0.194444444444444,1,0,0.39715382124708,28
"509",2015-05-24,86.3027777777778,96.3,71.3,7.66127255259184,1.96319444444444,6.1,-0.4,1.72921205742654,168.118055555556,626,-1,185.372220387246,0.395833333333333,5,0,0.932840987356531,57
"510",2015-05-25,73.2916666666667,79.6,66.7,3.00794983963534,3.74513888888889,8.8,1,1.4471012675266,155.006944444444,737,-1,192.493519881041,0.486111111111111,4,0,0.960667826505433,70
"511",2015-05-26,69.8201388888889,72.2,66.1,1.66542713230646,0.877083333333333,2,-0.8,0.74116886989828,88.8055555555556,303,-1,102.433009169512,0.104166666666667,1,0,0.306542870523083,15
"512",2015-05-27,71.0188811188811,74.1,68.8,1.31759229032134,-1.36643356643357,0,-2.3,0.569648279914038,123.615384615385,514,-1,145.310833571335,0.104895104895105,1,0,0.307495258483694,15
"513",2015-05-28,68.2944444444445,71.6,64.5,2.34681089300382,4.05208333333333,8.6,-1.8,3.64469091325271,261.118055555556,709,-1,261.765615988187,0.701388888888889,43,0,3.82863678036447,101
"514",2015-05-29,62.9132867132867,67.5,58.5,2.54273994843861,8.31258741258741,12.7,4.2,2.66436756581293,213.251748251748,689,1,232.449584675766,1.13986013986014,49,0,5.02753180364276,163
"515",2015-05-30,57.8631944444444,62.8,52,2.85661412683255,5.88888888888889,9.1,4.2,1.10783043255196,101.770833333333,551,-1,126.317986956218,0.298611111111111,3,0,0.568150737300639,43
"516",2015-05-31,50.8680555555556,56.9,46.8,3.14708551546462,7.67986111111111,12.1,3.9,2.6883478135444,143.118055555556,611,-167,172.079201821978,0.833333333333333,25,0,2.77602120062036,120
"517",2015-06-01,44.0270833333333,48.4,39.1,2.95715840616644,10.2006944444444,14.6,6.9,2.13710138074386,151.131944444444,523,0,175.749672841474,4.84027777777778,102,0,16.1482048600462,697
"518",2015-06-02,35.1520833333333,40.2,30.2,3.38395987573131,10.3506944444444,13.8,6.4,2.42971109761449,82.3333333333333,421,0,103.670470402938,2.00694444444444,86,0,9.69643906072897,289
"519",2015-06-03,27.6472222222222,31.3,22.1,2.51047997652037,12.4520833333333,15.7,9.7,1.62730068441039,61.7986111111111,307,0,76.0426435259923,1.56944444444444,68,0,8.13320292990344,226
"520",2015-06-04,19.5826388888889,25,12.4,3.9120100150942,13.9291666666667,17.1,10.8,1.99576036651684,89.3402777777778,376,0,104.475658033824,3.53472222222222,86,0,13.7184033375641,509
"521",2015-06-05,6.68125,14.2,0,4.83104715443677,15.9645833333333,18.9,12.9,1.85157157779339,80.0763888888889,290,0,83.7334331687488,4.84722222222222,106,0,16.0437859981075,698
"522",2015-06-06,0,0,0,0,14.3263888888889,17.9,10.1,2.02905421183393,51.75,304,0,75.1891321562205,3.26388888888889,79,0,13.5083429859228,470
"523",2015-06-07,0,0,0,0,13.3347222222222,16,10.5,1.52779925110289,80.4305555555556,283,0,96.4621490155397,2.82638888888889,76,0,10.5162743416823,407
"524",2015-06-08,0.00763888888888889,0.4,0,0.045924628295409,10.325,12.4,7.1,1.42011030793854,37.3472222222222,221,0,46.5522218896087,0.694444444444444,52,0,4.52387261816947,100
"525",2015-06-09,0.928472222222222,2.3,0,0.721562329273913,7.51805555555556,8.6,6.8,0.503088750220367,27.625,185,0,37.5730291230627,0.131944444444444,1,0,0.339611620584533,19
"526",2015-06-10,0.482638888888889,2.7,0,0.815096189879942,11.1048611111111,14.1,5.8,2.4515823307878,86.3263888888889,246,0,90.4561733590185,3.34027777777778,62,0,10.4715152719237,481
"527",2015-06-11,0.00208333333333333,0.3,0,0.025,11.6854166666667,14.9,9.4,1.62416062237475,54.25,285,0,74.6951379700422,3.25,57,0,10.4315953630392,468
"528",2015-06-12,0,0,0,0,13.64375,17,10.6,2.11325218329706,87.6736111111111,230,0,87.8168652152838,4.65277777777778,70,0,13.888325551901,670
"529",2015-06-13,0,0,0,0,14.2433566433566,17.7,11.9,1.75172186681286,72.7412587412587,255,1,80.2497609392002,4.0979020979021,74,0,13.0725573676765,586
"530",2015-06-14,0,0,0,0,11.8472222222222,14.6,9.9,1.22382779334123,40.1180555555556,174,0,42.8533842170025,2.84722222222222,69,0,10.2883731270119,410
"531",2015-06-15,0.280555555555556,1.6,0,0.431176270118122,7.94097222222222,10.3,6.6,0.81200892158491,19.3333333333333,80,0,23.7804644511096,0.138888888888889,1,0,0.347037635473619,20
"532",2015-06-16,0.138888888888889,1.1,0,0.267626477808029,5.58194444444444,6.6,4,0.838384458580012,13.3402777777778,99,-1,19.9096431618297,0.118055555555556,1,0,0.323800158039712,17
"533",2015-06-17,0.153472222222222,1.4,0,0.349207533310639,4.74722222222222,7.3,2.9,1.02751955007991,31.8541666666667,171,-1,38.7292861397561,1.14583333333333,59,0,6.30125833809063,165
"534",2015-06-18,0.0916666666666667,1.2,0,0.233998386223591,6.40972222222222,8,4.3,1.25443657117891,31.7847222222222,135,0,36.0004201984887,1.52083333333333,60,0,8.46875685430528,219
"535",2015-06-19,0.886111111111111,2.2,0,0.683636012332731,3.65416666666667,7.4,0.8,1.67398335706192,22.0347222222222,133,0,28.9236789761729,0.340277777777778,12,0,1.10411306330722,49
"536",2015-06-20,0.922222222222222,2.4,0,0.850869110955524,0.810416666666667,1.9,-0.1,0.375791705063331,66.1180555555556,448,-1,92.7535645011081,0.208333333333333,3,0,0.471198442302149,30
"537",2015-06-21,0.516666666666667,3.6,0,0.899572548064229,2.67986111111111,6.6,0.2,2.24641376548262,43.7361111111111,237,-1,49.6143147219653,0.0902777777777778,1,0,0.287579589334883,13
"538",2015-06-22,0.323611111111111,2,0,0.453423050905513,7.56180555555556,11.8,4.5,2.06614388737221,46.4444444444444,183,0,62.204240380922,2.11805555555556,67,0,7.74370624458898,305
"539",2015-06-23,1.55454545454545,3.1,0,0.849749530017172,3.5,9.3,1.1,1.77862900200142,25.6713286713287,161,-1,36.9721585817495,0.377622377622378,3,0,0.658681951122962,54
"540",2015-06-24,2.20138888888889,3.7,0,0.816352634546875,4.17361111111111,7.6,0.8,2.24701779400809,60.3263888888889,252,-1,66.7513735602749,3.11805555555556,64,0,10.6904941290927,449
"541",2015-06-25,1.66666666666667,3.6,0,1.08814334720015,7.81666666666667,10.1,5.2,1.45352236746714,66.1319444444444,196,0,67.101451895934,3.54166666666667,65,0,11.7995347780758,510
"542",2015-06-26,2.05,3.8,0,0.909622222360793,8.86597222222222,11.6,6,1.832082509305,51.75,202,0,55.1513492914845,3.48611111111111,70,0,12.4333108357034,502
"543",2015-06-27,1.80625,4.2,0,1.12909511079925,8.93541666666667,11.2,5.7,1.52418584251314,24.0347222222222,124,0,29.2716749395803,0.763888888888889,34,0,3.88467692874386,110
"544",2015-06-28,3.45174825174825,5.1,0,1.0519501103988,8.18881118881119,11.4,5.7,1.72198317110362,56.4335664335664,193,0,65.5123426109468,3.61538461538462,63,0,11.1000082964841,517
"545",2015-06-29,2.5048951048951,4.7,0,1.35211512299099,10.8972027972028,13.6,8.2,1.48584608874161,46.013986013986,169,0,52.1163360096451,4.58741258741259,64,0,12.845412767741,656
"546",2015-06-30,3.08251748251748,4.6,1.5,0.713581986496837,12.5832167832168,15.8,9.1,2.16401381155892,46.8041958041958,209,0,48.2626701953376,4.9020979020979,73,0,14.2608074585778,701
"547",2015-07-01,0.774305555555556,2.1,0,0.631763712554297,16.4361111111111,19.7,12.5,2.24663263515827,67.1944444444444,171,0,65.8063781823571,5.33333333333333,85,0,14.0019978594465,768
"548",2015-07-02,0,0,0,0,17.5482517482517,20.1,14.6,1.55318179317663,61.041958041958,173,0,61.2309037924287,6.60839160839161,79,0,16.1990414274891,945
"549",2015-07-03,0,0,0,0,17.7048611111111,19.4,16.2,0.809759513735696,55.0416666666667,186,0,56.3953173426821,6.27777777777778,80,0,15.7108685575111,904
"550",2015-07-04,0.00138888888888889,0.2,0,0.0166666666666667,18.9805555555556,21.7,15.5,1.80888551933693,68.3611111111111,168,0,67.3838405968521,7.39583333333333,73,0,15.4848081427179,1065
"551",2015-07-05,0,0,0,0,19.6659722222222,22.9,15.8,2.28914016271125,62.5833333333333,171,0,64.5298759886062,5.49305555555556,79,0,13.8785927259516,791
"552",2015-07-06,0.200699300699301,1.1,0,0.300116527485459,16.9573426573427,21.1,12.1,2.07549381568392,50.8041958041958,179,0,62.3136386334167,5.32867132867133,72,0,14.5388145979079,762
"553",2015-07-07,0.00416666666666667,0.5,0,0.0424346474086836,19.8944444444444,23.6,14.9,2.16787665693627,54.7430555555556,190,0,62.0641160163584,5.59027777777778,66,0,12.7034014466169,805
"554",2015-07-08,0.721527777777778,2.8,0,0.619289373309706,10.9513888888889,18.4,6.6,3.24580387773858,12.8819444444444,86,0,17.3299920013289,0.965277777777778,57,0,4.96901334558417,139
"555",2015-07-09,1.80909090909091,4.2,0.4,0.654444080924886,6.18951048951049,9,4.5,1.18224620816486,42.6503496503497,185,0,53.8856717140472,1.3006993006993,37,0,4.8673024675226,186
"556",2015-07-10,1.04027777777778,6.5,0,1.15862949208205,9.075,13.3,3.9,3.24958308245692,57.9097222222222,160,0,56.4992621022976,3.0625,74,0,10.4742232717683,441
"557",2015-07-11,0.899305555555556,6.2,0,1.45503690039373,14.9465277777778,17.8,11.2,1.64482290986519,61.6875,184,0,65.1286482408342,5.40972222222222,83,0,14.3529014120239,779
"558",2015-07-12,0.206944444444444,2.4,0,0.408074581449107,13.6090277777778,16.5,10.7,1.68315027622903,50.6180555555556,178,0,57.6291491569703,3.97222222222222,66,0,11.8409886922087,572
"559",2015-07-13,1.21805555555556,4.3,0,0.889617878035266,8.98611111111111,10.7,6,1.49771906349702,24.3263888888889,119,0,32.7078250001329,0.284722222222222,2,0,0.497028856846043,41
"560",2015-07-14,1.03819444444444,4.5,0,0.9688863571729,11.8590277777778,15.6,8.8,2.06680095341597,45.4652777777778,174,0,52.0506629468733,3.875,73,0,11.0610985936254,558
"561",2015-07-15,0.513986013986014,1.8,0,0.505407574838785,13.941958041958,16.9,10.2,1.81734261140854,62.4965034965035,190,0,62.3588969589897,3.69230769230769,79,0,10.9802837191279,528
"562",2015-07-16,0.159027777777778,2.2,0,0.384746432608306,16.1243055555556,19.2,13.2,1.50807831815036,38.2291666666667,177,0,46.5772114437321,4.15277777777778,74,0,14.0116432325458,598
"563",2015-07-17,0.594444444444444,5.8,0,1.40318208687254,16.6423611111111,21.1,11.5,2.97407398436741,42.5694444444444,172,0,50.9020247413217,5.09027777777778,77,0,14.0826298771914,733
"564",2015-07-18,1.80694444444444,6.2,0,1.94891588216965,16.2791666666667,19.4,12.5,1.99060292373944,56.2361111111111,177,0,59.490374858919,4.67361111111111,87,0,11.9362114973992,673
"565",2015-07-19,0.370138888888889,3.6,0,0.836081424507893,16.3673611111111,20.7,11.4,2.48178905301234,50.3125,187,0,58.6634908383626,6.80555555555556,69,0,15.2642357161075,980
"566",2015-07-20,1.27708333333333,6.5,0,1.09280666112602,14.40625,16.4,12,1.25782689449045,40.8125,184,0,48.8083119067727,3.09027777777778,61,0,9.81429896925727,445
"567",2015-07-21,0.465972222222222,2.7,0,0.666811974257518,16.5854166666667,19.4,13.5,1.63146374493856,40.2222222222222,163,0,45.443493605918,3.5,77,0,11.088960048852,504
"568",2015-07-22,0.267361111111111,2.3,0,0.491299100090572,17.76875,22.3,12.7,2.36759796099234,50.6944444444444,183,0,60.0002654746782,5.66666666666667,97,0,14.2249657415985,816
"569",2015-07-23,0.974305555555556,4.1,0,0.982415072418158,13.5583333333333,15.9,11.7,1.06695436096939,33.9930555555556,163,0,41.2362283055086,0.916666666666667,56,0,4.8132974318893,132
