statnr,datum,RSX
12311,2014123013,0.1
12311,2014123014,0.3
12311,2014123015,0
12311,2014123016,0.2
12311,2014123017,0.4
12311,2014123018,0.7
12311,2014123019,0.6
12311,2014123020,0
12311,2014123021,0
12311,2014123022,0
12311,2014123023,0
12311,2014123024,0
12311,2014123101,-8888
12311,2014123102,-8888
12311,2014123103,-8888
12311,2014123104,-8888
12311,2014123105,-8888
12311,2014123106,-8888
12311,2014123107,-8888
12311,2014123108,-8888
12311,2014123109,-8888
12311,2014123110,-8888
12311,2014123111,-8888
12311,2014123112,-8888
12311,2014123113,-8888
12311,2014123114,-8888
12311,2014123115,-8888
12311,2014123116,-8888
12311,2014123117,-8888
12311,2014123118,-8888
12311,2014123119,-8888
12311,2014123120,-8888
12311,2014123121,-8888
12311,2014123122,0
12311,2014123123,0
12311,2014123124,0
12311,2015010101,0
12311,2015010102,0
12311,2015010103,0
12311,2015010104,0
12311,2015010105,0
12311,2015010106,0
12311,2015010107,0
12311,2015010108,0
12311,2015010109,0
12311,2015010110,0
12311,2015010111,0
12311,2015010112,0
12311,2015010113,0
12311,2015010114,0
12311,2015010115,0
12311,2015010116,0
12311,2015010117,0
12311,2015010118,0
12311,2015010119,0
12311,2015010120,0
12311,2015010121,0
12311,2015010122,0
12311,2015010123,0
12311,2015010124,0
12311,2015010201,0
12311,2015010202,0
12311,2015010203,0
12311,2015010204,0
12311,2015010205,0
12311,2015010206,0
12311,2015010207,0
12311,2015010208,0
12311,2015010209,0
12311,2015010210,0
12311,2015010211,0
12311,2015010212,0
12311,2015010213,0
12311,2015010214,0
12311,2015010215,0
12311,2015010216,0
12311,2015010217,0.1
12311,2015010218,0.4
12311,2015010219,0.6
12311,2015010220,0.1
12311,2015010221,0.1
12311,2015010222,0.1
12311,2015010223,0
12311,2015010224,1
12311,2015010301,0
12311,2015010302,0
12311,2015010303,0
12311,2015010304,0
12311,2015010305,0
12311,2015010306,0
12311,2015010307,0
12311,2015010308,0
12311,2015010309,0
12311,2015010310,0
12311,2015010311,0
12311,2015010312,0
12311,2015010313,0.1
12311,2015010314,0
12311,2015010315,0
12311,2015010316,0.1
12311,2015010317,2.4
12311,2015010318,5.9
12311,2015010319,3.7
12311,2015010320,3
12311,2015010321,2.4
12311,2015010322,1.7
12311,2015010323,1.6
12311,2015010324,1.8
12311,2015010401,1.5
12311,2015010402,3.5
12311,2015010403,2.5
12311,2015010404,0.3
12311,2015010405,0.2
12311,2015010406,0
12311,2015010407,0.7
12311,2015010408,0.6
12311,2015010409,0.4
12311,2015010410,0.3
12311,2015010411,0.1
12311,2015010412,0
12311,2015010413,0.4
12311,2015010414,0.8
12311,2015010415,0.2
12311,2015010416,0.6
12311,2015010417,0.3
12311,2015010418,0
12311,2015010419,0
12311,2015010420,0
12311,2015010421,0.1
12311,2015010422,0.4
12311,2015010423,0.9
12311,2015010424,0.8
12311,2015010501,1.3
12311,2015010502,0.8
12311,2015010503,0.9
12311,2015010504,0.9
12311,2015010505,0.6
12311,2015010506,0.3
12311,2015010507,0.5
12311,2015010508,0.2
12311,2015010509,0.2
12311,2015010510,0.1
12311,2015010511,0.1
12311,2015010512,0
12311,2015010513,0
12311,2015010514,0.1
12311,2015010515,0
12311,2015010516,0.1
12311,2015010517,0
12311,2015010518,0
12311,2015010519,0
12311,2015010520,0
12311,2015010521,0
12311,2015010522,0
12311,2015010523,0
12311,2015010524,0
12311,2015010601,0
12311,2015010602,0
12311,2015010603,0
12311,2015010604,0
12311,2015010605,0
12311,2015010606,0
12311,2015010607,0
12311,2015010608,0
12311,2015010609,0
12311,2015010610,0
12311,2015010611,0
12311,2015010612,0
12311,2015010613,0
12311,2015010614,0
12311,2015010615,0
12311,2015010616,0
12311,2015010617,0
12311,2015010618,0
12311,2015010619,0
12311,2015010620,0
12311,2015010621,0
12311,2015010622,0
12311,2015010623,0
12311,2015010624,0
12311,2015010701,0
12311,2015010702,0
12311,2015010703,0
12311,2015010704,0
12311,2015010705,0
12311,2015010706,0
12311,2015010707,0
12311,2015010708,0
12311,2015010709,0
12311,2015010710,0
12311,2015010711,0
12311,2015010712,0
12311,2015010713,0
12311,2015010714,0
12311,2015010715,0
12311,2015010716,0
12311,2015010717,0
12311,2015010718,0
12311,2015010719,0
12311,2015010720,0
12311,2015010721,0
12311,2015010722,0
12311,2015010723,0
12311,2015010724,0
12311,2015010801,0
12311,2015010802,0
12311,2015010803,0
12311,2015010804,0
12311,2015010805,0
12311,2015010806,0
12311,2015010807,0
12311,2015010808,0
12311,2015010809,0
12311,2015010810,0
12311,2015010811,0
12311,2015010812,0
12311,2015010813,0
12311,2015010814,0
12311,2015010815,0
12311,2015010816,0
12311,2015010817,0
12311,2015010818,0
12311,2015010819,0
12311,2015010820,0
12311,2015010821,0
12311,2015010822,0
12311,2015010823,0
12311,2015010824,0
12311,2015010901,0
12311,2015010902,0
12311,2015010903,0
12311,2015010904,0
12311,2015010905,0
12311,2015010906,0
12311,2015010907,0
12311,2015010908,0
12311,2015010909,0
12311,2015010910,0
12311,2015010911,0
12311,2015010912,0
12311,2015010913,0
12311,2015010914,0
12311,2015010915,0
12311,2015010916,0
12311,2015010917,0
12311,2015010918,0.1
12311,2015010919,0.5
12311,2015010920,2.1
12311,2015010921,3.1
12311,2015010922,3.4
12311,2015010923,3.8
12311,2015010924,5
12311,2015011001,4.9
12311,2015011002,5.6
12311,2015011003,0.7
12311,2015011004,0.2
12311,2015011005,0
12311,2015011006,0
12311,2015011007,0
12311,2015011008,0
12311,2015011009,0
12311,2015011010,0
12311,2015011011,0
12311,2015011012,0
12311,2015011013,0
12311,2015011014,0
12311,2015011015,0
12311,2015011016,0
12311,2015011017,0
12311,2015011018,0
12311,2015011019,0
12311,2015011020,0
12311,2015011021,0
12311,2015011022,0
12311,2015011023,0
12311,2015011024,0
12311,2015011101,0
12311,2015011102,0
12311,2015011103,0
12311,2015011104,0
12311,2015011105,0
12311,2015011106,0
12311,2015011107,0.6
12311,2015011108,0.7
12311,2015011109,1.3
12311,2015011110,1.1
12311,2015011111,1.7
12311,2015011112,1.8
12311,2015011113,1.2
12311,2015011114,0.3
12311,2015011115,0
12311,2015011116,0
12311,2015011117,0.8
12311,2015011118,0.5
12311,2015011119,0.5
12311,2015011120,0.9
12311,2015011121,1.4
12311,2015011122,0.8
12311,2015011123,0.7
12311,2015011124,1.1
12311,2015011201,0.4
12311,2015011202,0.9
12311,2015011203,0.9
12311,2015011204,0.2
12311,2015011205,0.2
12311,2015011206,0.2
12311,2015011207,0.1
12311,2015011208,0
12311,2015011209,0.1
12311,2015011210,0.1
12311,2015011211,0.1
12311,2015011212,0
12311,2015011213,0
12311,2015011214,0
12311,2015011215,0
12311,2015011216,0
12311,2015011217,0
12311,2015011218,0
12311,2015011219,0
12311,2015011220,0
12311,2015011221,0
12311,2015011222,0
12311,2015011223,0
12311,2015011224,0
12311,2015011301,0
12311,2015011302,0
